total_prs,avg_response_time,median_response_time,avg_loc,median_loc,bimodal_center_1,bimodal_center_2,correlation_loc_time,detected_peaks
93,209.3969922341696,75.80527777777777,247.23655913978496,21.0,21,247,0.043259881918805455,0
