,loc,loc,loc,response_time,response_time
,count,mean,median,mean,median
size_category,,,,,
Small,55,12.690909090909091,10.0,171.6835606060606,51.975
Medium,17,119.29411764705883,129.0,267.08790849673204,168.5361111111111
Large,19,1066.6842105263158,837.0,286.42352339181286,57.66305555555556
